ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_CITY_NAME
10001,"Afognak Lake, AK",10056,"Kodiak Island, AK"
10006,"Kizhuyak, AK",10056,"Kodiak Island, AK"
10011,"Peach Springs, AZ",10661,"Boulder City, NV"
10011,"Peach Springs, AZ",10661,"Boulder City, NV"
10011,"Peach Springs, AZ",10661,"Boulder City, NV"
10014,"Fairbanks/Ft. Wainwright, AK",11630,"Fairbanks, AK"
10016,"Hallo Bay, AK",10056,"Kodiak Island, AK"
10016,"Hallo Bay, AK",12721,"Larsen Bay, AK"
10016,"Hallo Bay, AK",12184,"Homer, AK"
10031,"Kantishna, AK",11630,"Fairbanks, AK"
10033,"Alpine, AK",14709,"Deadhorse, AK"
10033,"Alpine, AK",10299,"Anchorage, AK"
10040,"Pogo Mines, AK",11630,"Fairbanks, AK"
10042,"Kiluda Bay, AK",10056,"Kodiak Island, AK"
10056,"Kodiak Island, AK",12721,"Larsen Bay, AK"
10056,"Kodiak Island, AK",10278,"Lazy Bay, AK"
10056,"Kodiak Island, AK",10324,"Amook Bay, AK"
10056,"Kodiak Island, AK",12705,"Kitoi Bay, AK"
10056,"Kodiak Island, AK",12743,"Moser Bay, AK"
10056,"Kodiak Island, AK",12771,"Olga Bay, AK"
10056,"Kodiak Island, AK",12782,"Port Williams, AK"
10056,"Kodiak Island, AK",12785,"Port Bailey, AK"
10056,"Kodiak Island, AK",12869,"Zachar Bay, AK"
10056,"Kodiak Island, AK",10056,"Kodiak Island, AK"
10056,"Kodiak Island, AK",12721,"Larsen Bay, AK"
10056,"Kodiak Island, AK",10001,"Afognak Lake, AK"
10056,"Kodiak Island, AK",10006,"Kizhuyak, AK"
10056,"Kodiak Island, AK",10016,"Hallo Bay, AK"
10056,"Kodiak Island, AK",10042,"Kiluda Bay, AK"
10056,"Kodiak Island, AK",10063,"Big Bay, AK"
10056,"Kodiak Island, AK",10089,"Red Fox Bay, AK"
10056,"Kodiak Island, AK",10278,"Lazy Bay, AK"
10056,"Kodiak Island, AK",10324,"Amook Bay, AK"
10056,"Kodiak Island, AK",11299,"Danger Bay, AK"
10056,"Kodiak Island, AK",11513,"Eagle Harbor, AK"
10056,"Kodiak Island, AK",12705,"Kitoi Bay, AK"
10056,"Kodiak Island, AK",12771,"Olga Bay, AK"
10056,"Kodiak Island, AK",12785,"Port Bailey, AK"
10056,"Kodiak Island, AK",13888,"Onion Bay, AK"
10056,"Kodiak Island, AK",13934,"Port Lions, AK"
10056,"Kodiak Island, AK",15091,"Seal Bay, AK"
10063,"Big Bay, AK",10056,"Kodiak Island, AK"
10065,"Silver Salmon Creek, AK",12184,"Homer, AK"
10085,"Chinitna Bay, AK",12184,"Homer, AK"
10089,"Red Fox Bay, AK",10056,"Kodiak Island, AK"
10135,"Allentown/Bethlehem/Easton, PA",13230,"Harrisburg, PA"
10135,"Allentown/Bethlehem/Easton, PA",13930,"Chicago, IL"
10135,"Allentown/Bethlehem/Easton, PA",12264,"Washington, DC"
10135,"Allentown/Bethlehem/Easton, PA",10154,"Nantucket, MA"
10135,"Allentown/Bethlehem/Easton, PA",13230,"Harrisburg, PA"
10135,"Allentown/Bethlehem/Easton, PA",14100,"Philadelphia, PA"
10135,"Allentown/Bethlehem/Easton, PA",10194,"Dallas/Fort Worth, TX"
10135,"Allentown/Bethlehem/Easton, PA",10423,"Austin, TX"
10135,"Allentown/Bethlehem/Easton, PA",11057,"Charlotte, NC"
10135,"Allentown/Bethlehem/Easton, PA",11057,"Charlotte, NC"
10135,"Allentown/Bethlehem/Easton, PA",13930,"Chicago, IL"
10135,"Allentown/Bethlehem/Easton, PA",12324,"Wilmington, OH"
10135,"Allentown/Bethlehem/Easton, PA",14691,"San Bernardino, CA"
10135,"Allentown/Bethlehem/Easton, PA",12339,"Indianapolis, IN"
10135,"Allentown/Bethlehem/Easton, PA",13230,"Harrisburg, PA"
10135,"Allentown/Bethlehem/Easton, PA",13244,"Memphis, TN"
10135,"Allentown/Bethlehem/Easton, PA",12339,"Indianapolis, IN"
10135,"Allentown/Bethlehem/Easton, PA",11618,"Newark, NJ"
10135,"Allentown/Bethlehem/Easton, PA",14112,"St. Petersburg, FL"
10135,"Allentown/Bethlehem/Easton, PA",14685,"Savannah, GA"
10135,"Allentown/Bethlehem/Easton, PA",13577,"Myrtle Beach, SC"
10135,"Allentown/Bethlehem/Easton, PA",14761,"Sanford, FL"
10135,"Allentown/Bethlehem/Easton, PA",10693,"Nashville, TN"
10135,"Allentown/Bethlehem/Easton, PA",14112,"St. Petersburg, FL"
10135,"Allentown/Bethlehem/Easton, PA",11697,"Fort Lauderdale, FL"
10135,"Allentown/Bethlehem/Easton, PA",14986,"Sarasota/Bradenton, FL"
10135,"Allentown/Bethlehem/Easton, PA",14082,"Punta Gorda, FL"
10135,"Allentown/Bethlehem/Easton, PA",13930,"Chicago, IL"
10135,"Allentown/Bethlehem/Easton, PA",10397,"Atlanta, GA"
10135,"Allentown/Bethlehem/Easton, PA",11433,"Detroit, MI"
10135,"Allentown/Bethlehem/Easton, PA",12953,"New York, NY"
10135,"Allentown/Bethlehem/Easton, PA",10397,"Atlanta, GA"
10135,"Allentown/Bethlehem/Easton, PA",11433,"Detroit, MI"
10135,"Allentown/Bethlehem/Easton, PA",15167,"Teterboro, NJ"
10136,"Abilene, TX",10466,"Phoenix, AZ"
10136,"Abilene, TX",11298,"Dallas/Fort Worth, TX"
10136,"Abilene, TX",11298,"Dallas/Fort Worth, TX"
10136,"Abilene, TX",12896,"Lubbock, TX"
10136,"Abilene, TX",11298,"Dallas/Fort Worth, TX"
10139,"Ambler, AK",13942,"Noorvik, AK"
10139,"Ambler, AK",15785,"Selawik, AK"
10139,"Ambler, AK",13806,"Kobuk, AK"
10139,"Ambler, AK",13970,"Kotzebue, AK"
10139,"Ambler, AK",14804,"Shungnak, AK"
10139,"Ambler, AK",15785,"Selawik, AK"
10139,"Ambler, AK",13970,"Kotzebue, AK"
10139,"Ambler, AK",14485,"Red Dog, AK"
10139,"Ambler, AK",14804,"Shungnak, AK"
10139,"Ambler, AK",12268,"Kiana, AK"
10139,"Ambler, AK",13970,"Kotzebue, AK"
10139,"Ambler, AK",13970,"Kotzebue, AK"
10139,"Ambler, AK",15478,"Unalakleet, AK"
10140,"Albuquerque, NM",14057,"Portland, OR"
10140,"Albuquerque, NM",14747,"Seattle, WA"
10140,"Albuquerque, NM",14747,"Seattle, WA"
10140,"Albuquerque, NM",11413,"Durango, CO"
10140,"Albuquerque, NM",11711,"Farmington, NM"
10140,"Albuquerque, NM",11085,"Carlsbad, NM"
10140,"Albuquerque, NM",13930,"Chicago, IL"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",14869,"Salt Lake City, UT"
10140,"Albuquerque, NM",12892,"Los Angeles, CA"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",10423,"Austin, TX"
10140,"Albuquerque, NM",12892,"Los Angeles, CA"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",11540,"El Paso, TX"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",12889,"Las Vegas, NV"
10140,"Albuquerque, NM",12889,"Las Vegas, NV"
10140,"Albuquerque, NM",12478,"New York, NY"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",10423,"Austin, TX"
10140,"Albuquerque, NM",13891,"Ontario, CA"
10140,"Albuquerque, NM",13891,"Ontario, CA"
10140,"Albuquerque, NM",13930,"Chicago, IL"
10140,"Albuquerque, NM",11298,"Dallas/Fort Worth, TX"
10140,"Albuquerque, NM",11298,"Dallas/Fort Worth, TX"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",12889,"Las Vegas, NV"
10140,"Albuquerque, NM",11298,"Dallas/Fort Worth, TX"
10140,"Albuquerque, NM",10693,"Nashville, TN"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",13930,"Chicago, IL"
10140,"Albuquerque, NM",11298,"Dallas/Fort Worth, TX"
10140,"Albuquerque, NM",10423,"Austin, TX"
10140,"Albuquerque, NM",13244,"Memphis, TN"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",11711,"Farmington, NM"
10140,"Albuquerque, NM",11413,"Durango, CO"
10140,"Albuquerque, NM",12896,"Lubbock, TX"
10140,"Albuquerque, NM",13244,"Memphis, TN"
10140,"Albuquerque, NM",13930,"Chicago, IL"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",13930,"Chicago, IL"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",14771,"San Francisco, CA"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",14771,"San Francisco, CA"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",12266,"Houston, TX"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",15051,"Silver City/Hurley, NM"
10140,"Albuquerque, NM",14588,"Roswell, NM"
10140,"Albuquerque, NM",10397,"Atlanta, GA"
10140,"Albuquerque, NM",10980,"Chattanooga, TN"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",13785,"Yuma, AZ"
10140,"Albuquerque, NM",14057,"Portland, OR"
10140,"Albuquerque, NM",14747,"Seattle, WA"
10140,"Albuquerque, NM",14057,"Portland, OR"
10140,"Albuquerque, NM",14747,"Seattle, WA"
10140,"Albuquerque, NM",14057,"Portland, OR"
10140,"Albuquerque, NM",14747,"Seattle, WA"
10140,"Albuquerque, NM",14683,"San Antonio, TX"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",12889,"Las Vegas, NV"
10140,"Albuquerque, NM",13796,"Oakland, CA"
10140,"Albuquerque, NM",14679,"San Diego, CA"
10140,"Albuquerque, NM",10821,"Baltimore, MD"
10140,"Albuquerque, NM",11259,"Dallas, TX"
10140,"Albuquerque, NM",12191,"Houston, TX"
10140,"Albuquerque, NM",12892,"Los Angeles, CA"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",10423,"Austin, TX"
10140,"Albuquerque, NM",13232,"Chicago, IL"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",12889,"Las Vegas, NV"
10140,"Albuquerque, NM",13796,"Oakland, CA"
10140,"Albuquerque, NM",14679,"San Diego, CA"
10140,"Albuquerque, NM",11259,"Dallas, TX"
10140,"Albuquerque, NM",12191,"Houston, TX"
10140,"Albuquerque, NM",12892,"Los Angeles, CA"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",10800,"Burbank, CA"
10140,"Albuquerque, NM",10423,"Austin, TX"
10140,"Albuquerque, NM",13232,"Chicago, IL"
10140,"Albuquerque, NM",11292,"Denver, CO"
10140,"Albuquerque, NM",12889,"Las Vegas, NV"
10140,"Albuquerque, NM",14679,"San Diego, CA"
10140,"Albuquerque, NM",10821,"Baltimore, MD"
10140,"Albuquerque, NM",11259,"Dallas, TX"
10140,"Albuquerque, NM",12191,"Houston, TX"
10140,"Albuquerque, NM",12892,"Los Angeles, CA"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",13232,"Chicago, IL"
10140,"Albuquerque, NM",13891,"Ontario, CA"
10140,"Albuquerque, NM",14107,"Phoenix, AZ"
10140,"Albuquerque, NM",14730,"Louisville, KY"
10140,"Albuquerque, NM",15016,"St. Louis, MO"
10140,"Albuquerque, NM",13891,"Ontario, CA"
10140,"Albuquerque, NM",14869,"Salt Lake City, UT"
10140,"Albuquerque, NM",11298,"Dallas/Fort Worth, TX"
10140,"Albuquerque, NM",14730,"Louisville, KY"
10140,"Albuquerque, NM",10630,"Broomfield, CO"
10140,"Albuquerque, NM",10194,"Dallas/Fort Worth, TX"
10141,"Aberdeen, SD",13487,"Minneapolis, MN"
10141,"Aberdeen, SD",11775,"Sioux Falls, SD"
10146,"Albany, GA",15304,"Tampa, FL"
10146,"Albany, GA",13244,"Memphis, TN"
10146,"Albany, GA",14512,"Rockford, IL"
10146,"Albany, GA",10599,"Birmingham, AL"
10146,"Albany, GA",13204,"Orlando, FL"
10146,"Albany, GA",14730,"Louisville, KY"
10146,"Albany, GA",13495,"New Orleans, LA"
10146,"Albany, GA",14193,"Pensacola, FL"
10146,"Albany, GA",14027,"West Palm Beach/Palm Beach, FL"
10146,"Albany, GA",14730,"Louisville, KY"
10146,"Albany, GA",10397,"Atlanta, GA"
10154,"Nantucket, MA",12197,"White Plains, NY"
10154,"Nantucket, MA",10721,"Boston, MA"
10154,"Nantucket, MA",11278,"Washington, DC"
10154,"Nantucket, MA",12478,"New York, NY"
10154,"Nantucket, MA",15167,"Teterboro, NJ"
10154,"Nantucket, MA",11259,"Dallas, TX"
10154,"Nantucket, MA",12197,"White Plains, NY"
10154,"Nantucket, MA",11728,"Westhampton, NY"
10154,"Nantucket, MA",12250,"Hyannis, MA"
10154,"Nantucket, MA",14259,"Portsmouth, NH"
10154,"Nantucket, MA",13898,"Miami, FL"
10154,"Nantucket, MA",13535,"Morrisville, VT"
10154,"Nantucket, MA",13398,"Morristown, NJ"
10154,"Nantucket, MA",14100,"Philadelphia, PA"
10154,"Nantucket, MA",14307,"Providence, RI"
10154,"Nantucket, MA",10540,"Bedford, MA"
10154,"Nantucket, MA",12197,"White Plains, NY"
10154,"Nantucket, MA",10721,"Boston, MA"
10154,"Nantucket, MA",15167,"Teterboro, NJ"
10154,"Nantucket, MA",13731,"Newport, RI"
10154,"Nantucket, MA",12478,"New York, NY"
10154,"Nantucket, MA",11675,"Fishers Island, NY"
10154,"Nantucket, MA",14044,"Princeton, NJ"
10154,"Nantucket, MA",12250,"Hyannis, MA"
10154,"Nantucket, MA",13541,"Martha's Vineyard, MA"
10154,"Nantucket, MA",11615,"New Bedford/Fall River, MA"
10154,"Nantucket, MA",12197,"White Plains, NY"
10154,"Nantucket, MA",10721,"Boston, MA"
10154,"Nantucket, MA",12478,"New York, NY"
10154,"Nantucket, MA",12250,"Hyannis, MA"
10154,"Nantucket, MA",12250,"Hyannis, MA"
10154,"Nantucket, MA",13984,"Norwood, MA"
10154,"Nantucket, MA",11615,"New Bedford/Fall River, MA"
10154,"Nantucket, MA",14307,"Providence, RI"
10154,"Nantucket, MA",13032,"Lancaster, PA"
10154,"Nantucket, MA",14307,"Providence, RI"
10154,"Nantucket, MA",13930,"Chicago, IL"
10154,"Nantucket, MA",11057,"Charlotte, NC"
10154,"Nantucket, MA",14100,"Philadelphia, PA"
10154,"Nantucket, MA",11278,"Washington, DC"
10154,"Nantucket, MA",10927,"Caldwell, NJ"
10154,"Nantucket, MA",11618,"Newark, NJ"
10154,"Nantucket, MA",12264,"Washington, DC"
10154,"Nantucket, MA",14711,"State College, PA"
10154,"Nantucket, MA",12478,"New York, NY"
10154,"Nantucket, MA",12953,"New York, NY"
10154,"Nantucket, MA",12478,"New York, NY"
10154,"Nantucket, MA",12953,"New York, NY"
10154,"Nantucket, MA",11764,"East Farmingdale, NY"
10154,"Nantucket, MA",10540,"Bedford, MA"
10154,"Nantucket, MA",12197,"White Plains, NY"
10154,"Nantucket, MA",15167,"Teterboro, NJ"
10154,"Nantucket, MA",12197,"White Plains, NY"
10155,"Waco, TX",11298,"Dallas/Fort Worth, TX"
10155,"Waco, TX",11298,"Dallas/Fort Worth, TX"
10155,"Waco, TX",11298,"Dallas/Fort Worth, TX"
10157,"Arcata/Eureka, CA",12892,"Los Angeles, CA"
10157,"Arcata/Eureka, CA",14771,"San Francisco, CA"
10157,"Arcata/Eureka, CA",11292,"Denver, CO"
10157,"Arcata/Eureka, CA",12892,"Los Angeles, CA"
10157,"Arcata/Eureka, CA",14771,"San Francisco, CA"
10157,"Arcata/Eureka, CA",11109,"Colorado Springs, CO"
10157,"Arcata/Eureka, CA",14107,"Phoenix, AZ"
10157,"Arcata/Eureka, CA",14893,"Sacramento, CA"
10157,"Arcata/Eureka, CA",15458,"Ukiah, CA"
10157,"Arcata/Eureka, CA",10559,"Seattle, WA"
10157,"Arcata/Eureka, CA",10800,"Burbank, CA"
10158,"Atlantic City, NJ",13987,"Waterbury, CT"
10158,"Atlantic City, NJ",11764,"East Farmingdale, NY"
10158,"Atlantic City, NJ",11433,"Detroit, MI"
10158,"Atlantic City, NJ",10792,"Buffalo, NY"
10158,"Atlantic City, NJ",11066,"Columbus, OH"
10158,"Atlantic City, NJ",11267,"Dayton, OH"
10158,"Atlantic City, NJ",15295,"Toledo, OH"
10158,"Atlantic City, NJ",10431,"Asheville, NC"
10158,"Atlantic City, NJ",10874,"Akron, OH"
10158,"Atlantic City, NJ",15096,"Syracuse, NY"
10158,"Atlantic City, NJ",11721,"Flint, MI"
10158,"Atlantic City, NJ",14783,"Springfield, MO"
10158,"Atlantic City, NJ",12898,"Latrobe, PA"
10158,"Atlantic City, NJ",13203,"Macon, GA"
10158,"Atlantic City, NJ",10208,"Augusta, GA"
10158,"Atlantic City, NJ",11057,"Charlotte, NC"
10158,"Atlantic City, NJ",13931,"Norfolk, VA"
10158,"Atlantic City, NJ",14092,"Greenville, NC"
10158,"Atlantic City, NJ",11641,"Fayetteville, NC"
10158,"Atlantic City, NJ",13244,"Memphis, TN"
10158,"Atlantic City, NJ",13795,"Jacksonville/Camp Lejeune, NC"
10158,"Atlantic City, NJ",14512,"Rockford, IL"
10158,"Atlantic City, NJ",14492,"Raleigh/Durham, NC"
10158,"Atlantic City, NJ",14574,"Roanoke, VA"
10158,"Atlantic City, NJ",14307,"Providence, RI"
10158,"Atlantic City, NJ",12945,"Lexington, KY"
10158,"Atlantic City, NJ",10721,"Boston, MA"
10158,"Atlantic City, NJ",10562,"Mobile, AL"
10158,"Atlantic City, NJ",14635,"Fort Myers, FL"
10158,"Atlantic City, NJ",14193,"Pensacola, FL"
10158,"Atlantic City, NJ",14027,"West Palm Beach/Palm Beach, FL"
10158,"Atlantic City, NJ",14524,"Richmond, VA"
10158,"Atlantic City, NJ",14576,"Rochester, NY"
10158,"Atlantic City, NJ",13851,"Oklahoma City, OK"
10158,"Atlantic City, NJ",14685,"Savannah, GA"
10158,"Atlantic City, NJ",12992,"Little Rock, AR"
10158,"Atlantic City, NJ",12323,"Wilmington, NC"
10158,"Atlantic City, NJ",11973,"Gulfport/Biloxi, MS"
10158,"Atlantic City, NJ",13303,"Miami, FL"
10158,"Atlantic City, NJ",15304,"Tampa, FL"
10158,"Atlantic City, NJ",13577,"Myrtle Beach, SC"
10158,"Atlantic City, NJ",10397,"Atlanta, GA"
10158,"Atlantic City, NJ",10721,"Boston, MA"
10158,"Atlantic City, NJ",14843,"San Juan, PR"
10158,"Atlantic City, NJ",14635,"Fort Myers, FL"
10158,"Atlantic City, NJ",13204,"Orlando, FL"
10158,"Atlantic City, NJ",14027,"West Palm Beach/Palm Beach, FL"
10158,"Atlantic City, NJ",13577,"Myrtle Beach, SC"
10158,"Atlantic City, NJ",10397,"Atlanta, GA"
10158,"Atlantic City, NJ",11697,"Fort Lauderdale, FL"
10158,"Atlantic City, NJ",10721,"Boston, MA"
10158,"Atlantic City, NJ",13204,"Orlando, FL"
10158,"Atlantic City, NJ",12953,"New York, NY"
10158,"Atlantic City, NJ",11697,"Fort Lauderdale, FL"
10158,"Atlantic City, NJ",11697,"Fort Lauderdale, FL"
10158,"Atlantic City, NJ",13204,"Orlando, FL"
10158,"Atlantic City, NJ",15167,"Teterboro, NJ"
10165,"Adak Island, AK",10299,"Anchorage, AK"
10165,"Adak Island, AK",10299,"Anchorage, AK"
10165,"Adak Island, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",14747,"Seattle, WA"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",12321,"Iliamna, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",12721,"Larsen Bay, AK"
10170,"Kodiak, AK",13934,"Port Lions, AK"
10170,"Kodiak, AK",10243,"Akhiok, AK"
10170,"Kodiak, AK",12772,"Ouzinkie, AK"
10170,"Kodiak, AK",12866,"Karluk, AK"
10170,"Kodiak, AK",13863,"Old Harbor, AK"
10170,"Kodiak, AK",12721,"Larsen Bay, AK"
10170,"Kodiak, AK",13934,"Port Lions, AK"
10170,"Kodiak, AK",10243,"Akhiok, AK"
10170,"Kodiak, AK",12772,"Ouzinkie, AK"
10170,"Kodiak, AK",12866,"Karluk, AK"
10170,"Kodiak, AK",13863,"Old Harbor, AK"
10170,"Kodiak, AK",10170,"Kodiak, AK"
10170,"Kodiak, AK",10245,"King Salmon, AK"
10170,"Kodiak, AK",12721,"Larsen Bay, AK"
10170,"Kodiak, AK",11299,"Danger Bay, AK"
10170,"Kodiak, AK",13934,"Port Lions, AK"
10170,"Kodiak, AK",10243,"Akhiok, AK"
10170,"Kodiak, AK",11511,"Egegik, AK"
10170,"Kodiak, AK",12772,"Ouzinkie, AK"
10170,"Kodiak, AK",12866,"Karluk, AK"
10170,"Kodiak, AK",13714,"Naknek, AK"
10170,"Kodiak, AK",13863,"Old Harbor, AK"
10170,"Kodiak, AK",14855,"Sitkinak, AK"
10170,"Kodiak, AK",10245,"King Salmon, AK"
10170,"Kodiak, AK",12721,"Larsen Bay, AK"
10170,"Kodiak, AK",11299,"Danger Bay, AK"
10170,"Kodiak, AK",13934,"Port Lions, AK"
10170,"Kodiak, AK",10243,"Akhiok, AK"
10170,"Kodiak, AK",11511,"Egegik, AK"
10170,"Kodiak, AK",12641,"Chignik, AK"
10170,"Kodiak, AK",12772,"Ouzinkie, AK"
10170,"Kodiak, AK",12866,"Karluk, AK"
10170,"Kodiak, AK",13863,"Old Harbor, AK"
10170,"Kodiak, AK",10170,"Kodiak, AK"
10170,"Kodiak, AK",11336,"Dillingham, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10243,"Akhiok, AK"
10170,"Kodiak, AK",10170,"Kodiak, AK"
10170,"Kodiak, AK",12184,"Homer, AK"
10170,"Kodiak, AK",10243,"Akhiok, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10170,"Kodiak, AK",10299,"Anchorage, AK"
10171,"Dallas, TX",14869,"Salt Lake City, UT"
10171,"Dallas, TX",12177,"Hobbs, NM"
10171,"Dallas, TX",15370,"Tulsa, OK"
10171,"Dallas, TX",13851,"Oklahoma City, OK"
10171,"Dallas, TX",14685,"Savannah, GA"
10171,"Dallas, TX",11086,"Chino, CA"
10171,"Dallas, TX",11540,"El Paso, TX"
10171,"Dallas, TX",13061,"Laredo, TX"
10171,"Dallas, TX",13255,"Mansfield, OH"
10184,"Allakaket, AK",10783,"Bettles, AK"
10184,"Allakaket, AK",10783,"Bettles, AK"
10184,"Allakaket, AK",10299,"Anchorage, AK"
10184,"Allakaket, AK",11630,"Fairbanks, AK"
10184,"Allakaket, AK",10783,"Bettles, AK"
10184,"Allakaket, AK",11630,"Fairbanks, AK"
10184,"Allakaket, AK",10247,"Anaktuvuk Pass, AK"
10184,"Allakaket, AK",12235,"Hughes, AK"
10184,"Allakaket, AK",10783,"Bettles, AK"
10184,"Allakaket, AK",12214,"Huslia, AK"
10184,"Allakaket, AK",15725,"Beaver, AK"
10184,"Allakaket, AK",11214,"Coldfoot, AK"
10184,"Allakaket, AK",11630,"Fairbanks, AK"
10185,"Alexandria, LA",12266,"Houston, TX"
10185,"Alexandria, LA",11298,"Dallas/Fort Worth, TX"
10185,"Alexandria, LA",13061,"Laredo, TX"
10185,"Alexandria, LA",10792,"Buffalo, NY"
10185,"Alexandria, LA",14683,"San Antonio, TX"
10185,"Alexandria, LA",11150,"Columbus, GA"
10185,"Alexandria, LA",11540,"El Paso, TX"
10185,"Alexandria, LA",13061,"Laredo, TX"
10185,"Alexandria, LA",10466,"Phoenix, AZ"
10185,"Alexandria, LA",11259,"Dallas, TX"
10185,"Alexandria, LA",10540,"Bedford, MA"
10185,"Alexandria, LA",14843,"San Juan, PR"
10185,"Alexandria, LA",12206,"Harlingen/San Benito, TX"
10185,"Alexandria, LA",16218,"Yuma, AZ"
10185,"Alexandria, LA",11540,"El Paso, TX"
10185,"Alexandria, LA",14679,"San Diego, CA"
10185,"Alexandria, LA",12451,"Jacksonville, FL"
10185,"Alexandria, LA",11259,"Dallas, TX"
10185,"Alexandria, LA",12206,"Harlingen/San Benito, TX"
10185,"Alexandria, LA",16218,"Yuma, AZ"
10185,"Alexandria, LA",11298,"Dallas/Fort Worth, TX"
10185,"Alexandria, LA",10397,"Atlanta, GA"
10185,"Alexandria, LA",14683,"San Antonio, TX"
10185,"Alexandria, LA",14683,"San Antonio, TX"
10194,"Dallas/Fort Worth, TX",10194,"Dallas/Fort Worth, TX"
10194,"Dallas/Fort Worth, TX",13158,"Midland/Odessa, TX"
10194,"Dallas/Fort Worth, TX",12278,"Wichita, KS"
10194,"Dallas/Fort Worth, TX",12896,"Lubbock, TX"
10194,"Dallas/Fort Worth, TX",14275,"Pontiac, MI"
10194,"Dallas/Fort Worth, TX",14107,"Phoenix, AZ"
10194,"Dallas/Fort Worth, TX",11193,"Cincinnati, OH"
10194,"Dallas/Fort Worth, TX",12266,"Houston, TX"
10194,"Dallas/Fort Worth, TX",11057,"Charlotte, NC"
10194,"Dallas/Fort Worth, TX",10529,"Hartford, CT"
10194,"Dallas/Fort Worth, TX",14107,"Phoenix, AZ"
10194,"Dallas/Fort Worth, TX",14771,"San Francisco, CA"
10194,"Dallas/Fort Worth, TX",10423,"Austin, TX"
10194,"Dallas/Fort Worth, TX",12478,"New York, NY"
10194,"Dallas/Fort Worth, TX",11298,"Dallas/Fort Worth, TX"
10194,"Dallas/Fort Worth, TX",11298,"Dallas/Fort Worth, TX"
10194,"Dallas/Fort Worth, TX",13303,"Miami, FL"
10194,"Dallas/Fort Worth, TX",13930,"Chicago, IL"
10194,"Dallas/Fort Worth, TX",13891,"Ontario, CA"
10194,"Dallas/Fort Worth, TX",12266,"Houston, TX"
10194,"Dallas/Fort Worth, TX",11540,"El Paso, TX"
10194,"Dallas/Fort Worth, TX",13796,"Oakland, CA"
10194,"Dallas/Fort Worth, TX",12339,"Indianapolis, IN"
10194,"Dallas/Fort Worth, TX",10397,"Atlanta, GA"
10194,"Dallas/Fort Worth, TX",12892,"Los Angeles, CA"
10194,"Dallas/Fort Worth, TX",12896,"Lubbock, TX"
10194,"Dallas/Fort Worth, TX",10423,"Austin, TX"
10194,"Dallas/Fort Worth, TX",12278,"Wichita, KS"
10194,"Dallas/Fort Worth, TX",14814,"Shreveport, LA"
10194,"Dallas/Fort Worth, TX",14869,"Salt Lake City, UT"
10194,"Dallas/Fort Worth, TX",13487,"Minneapolis, MN"
